       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 784 1755] | [ 823 1755] | [ 788 1790] | [ 827 1790]
         1 | [ 739 1754] | [ 777 1755] | [ 742 1790] | [ 781 1789]
         5 | [ 555 1756] | [ 594 1755] | [ 556 1790] | [ 594 1790]
         6 | [ 510 1755] | [ 548 1755] | [ 509 1790] | [ 548 1790]
         7 | [ 464 1755] | [ 502 1755] | [ 463 1790] | [ 501 1790]
         9 | [ 372 1756] | [ 410 1755] | [ 370 1790] | [ 409 1789]
         0 | [ 328 1755] | [ 365 1755] | [ 324 1790] | [ 362 1790]
         - | [ 282 1755] | [ 319 1755] | [ 277 1790] | [ 315 1790]
         = | [ 236 1755] | [ 274 1756] | [ 231 1790] | [ 269 1790]
    DELETE | [ 167 1756] | [ 228 1755] | [ 161 1790] | [ 223 1790]
       TAB | [ 757 1714] | [ 817 1714] | [ 761 1748] | [ 821 1748]
         T | [ 532 1716] | [ 569 1714] | [ 533 1748] | [ 571 1747]
         [ | [ 264 1715] | [ 301 1715] | [ 261 1749] | [ 298 1748]
         ] | [ 219 1715] | [ 257 1715] | [ 215 1749] | [ 251 1749]
         \ | [ 175 1715] | [ 212 1715] | [ 169 1748] | [ 207 1748]
    RETURN | [ 181 1678] | [ 249 1675] | [ 178 1709] | [ 248 1707]
         8 | [ 418 1756] | [ 456 1755] | [ 416 1790] | [ 455 1790]
         4 | [ 601 1755] | [ 639 1755] | [ 602 1790] | [ 641 1790]
         3 | [ 647 1755] | [ 684 1754] | [ 649 1790] | [ 687 1790]
         2 | [ 693 1754] | [ 730 1754] | [ 695 1790] | [ 734 1790]
         R | [ 578 1714] | [ 614 1714] | [ 578 1748] | [ 616 1748]
         Q | [ 712 1714] | [ 750 1714] | [ 715 1748] | [ 753 1748]
         E | [ 622 1715] | [ 659 1713] | [ 624 1748] | [ 662 1748]
         W | [ 667 1714] | [ 705 1714] | [ 669 1748] | [ 707 1748]
         P | [ 309 1715] | [ 346 1715] | [ 305 1748] | [ 342 1749]
         I | [ 398 1715] | [ 436 1715] | [ 397 1749] | [ 434 1748]
         O | [ 353 1716] | [ 391 1715] | [ 352 1749] | [ 389 1748]
         Y | [ 488 1715] | [ 524 1714] | [ 487 1748] | [ 525 1748]
         U | [ 443 1715] | [ 481 1715] | [ 443 1749] | [ 480 1748]
         G | [ 522 1676] | [ 559 1676] | [ 522 1708] | [ 559 1708]
         H | [ 477 1677] | [ 515 1676] | [ 477 1708] | [ 515 1707]
         ' | [ 262 1679] | [ 295 1679] | [ 256 1706] | [ 287 1708]
         F | [ 566 1677] | [ 605 1677] | [ 566 1709] | [ 604 1709]
 CAPS_LOCK | [ 743 1675] | [ 812 1675] | [ 747 1709] | [ 817 1709]
         A | [ 697 1677] | [ 735 1676] | [ 700 1709] | [ 737 1709]
         S | [ 654 1677] | [ 692 1676] | [ 657 1709] | [ 694 1709]
         D | [ 605 1677] | [ 641 1675] | [ 605 1708] | [ 643 1709]
         J | [ 438 1676] | [ 475 1676] | [ 437 1709] | [ 474 1708]
         K | [ 390 1677] | [ 427 1676] | [ 388 1709] | [ 426 1708]
         ; | [ 304 1675] | [ 341 1677] | [ 299 1708] | [ 336 1709]
         C | [ 594 1637] | [ 630 1635] | [ 595 1667] | [ 633 1666]
         V | [ 545 1637] | [ 582 1636] | [ 545 1667] | [ 582 1667]
         B | [ 504 1637] | [ 541 1636] | [ 504 1667] | [ 541 1666]
         L | [ 349 1675] | [ 385 1676] | [ 345 1709] | [ 381 1709]
         N | [ 463 1636] | [ 499 1636] | [ 462 1668] | [ 499 1667]
     SHFT1 | [ 718 1639] | [ 803 1636] | [ 725 1666] | [ 810 1664]
         X | [ 628 1637] | [ 665 1635] | [ 630 1668] | [ 667 1667]
     SHFT2 | [ 192 1636] | [ 280 1637] | [ 183 1665] | [ 275 1668]
         Z | [ 677 1636] | [ 714 1636] | [ 680 1668] | [ 716 1667]
         M | [ 419 1637] | [ 456 1635] | [ 418 1667] | [ 455 1666]
         , | [ 374 1636] | [ 411 1635] | [ 372 1667] | [ 409 1667]
        FN | [ 767 1599] | [ 800 1597] | [ 774 1630] | [ 806 1629]
      CMD1 | [ 628 1596] | [ 675 1596] | [ 629 1631] | [ 675 1632]
         / | [ 284 1637] | [ 322 1636] | [ 281 1668] | [ 318 1667]
         . | [ 329 1636] | [ 366 1636] | [ 327 1668] | [ 363 1667]
      CTRL | [ 725 1596] | [ 761 1595] | [ 728 1631] | [ 765 1631]
      ALT1 | [ 687 1595] | [ 723 1596] | [ 689 1631] | [ 725 1631]
     SPACE | [ 422 1600] | [ 621 1596] | [ 423 1629] | [ 626 1627]
    ARROWS | [ 240 1595] | [ 275 1595] | [ 233 1631] | [ 269 1631]
      CMD2 | [ 368 1596] | [ 415 1596] | [ 365 1631] | [ 412 1631]
      ALT2 | [ 326 1595] | [ 362 1596] | [ 321 1631] | [ 357 1631]
