       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 806 1816] | [ 846 1816] | [ 811 1857] | [ 851 1857]
         1 | [ 755 1815] | [ 796 1815] | [ 760 1856] | [ 800 1855]
         2 | [ 705 1813] | [ 745 1813] | [ 707 1854] | [ 749 1854]
         5 | [ 555 1809] | [ 596 1811] | [ 554 1850] | [ 594 1852]
         6 | [ 504 1808] | [ 545 1810] | [ 502 1848] | [ 544 1850]
         7 | [ 454 1807] | [ 495 1809] | [ 451 1847] | [ 492 1849]
       TAB | [ 777 1766] | [ 842 1768] | [ 781 1806] | [ 846 1805]
         8 | [ 403 1806] | [ 444 1807] | [ 400 1847] | [ 441 1848]
         U | [ 431 1758] | [ 472 1760] | [ 429 1798] | [ 470 1798]
         3 | [ 656 1811] | [ 696 1813] | [ 656 1853] | [ 697 1854]
         Q | [ 727 1765] | [ 768 1766] | [ 731 1805] | [ 770 1805]
         Y | [ 481 1759] | [ 521 1761] | [ 479 1798] | [ 520 1799]
         T | [ 530 1760] | [ 572 1762] | [ 529 1799] | [ 569 1801]
         B | [ 495 1669] | [ 533 1668] | [ 495 1705] | [ 535 1704]
         N | [ 447 1667] | [ 486 1667] | [ 447 1704] | [ 486 1704]
         4 | [ 605 1810] | [ 645 1813] | [ 603 1850] | [ 644 1853]
         9 | [ 353 1810] | [ 394 1812] | [ 349 1852] | [ 392 1852]
    DELETE | [ 124 1810] | [ 190 1810] | [ 118 1852] | [ 186 1852]
         0 | [ 303 1810] | [ 344 1813] | [ 297 1851] | [ 337 1854]
         - | [ 252 1810] | [ 293 1811] | [ 246 1852] | [ 287 1853]
         = | [ 200 1811] | [ 242 1812] | [ 195 1852] | [ 237 1852]
         ] | [ 184 1761] | [ 224 1763] | [ 177 1800] | [ 219 1801]
         [ | [ 234 1761] | [ 275 1763] | [ 229 1801] | [ 269 1802]
         \ | [ 133 1761] | [ 173 1762] | [ 126 1801] | [ 167 1801]
         P | [ 284 1760] | [ 324 1764] | [ 277 1799] | [ 317 1802]
         R | [ 578 1763] | [ 620 1762] | [ 579 1801] | [ 622 1800]
    RETURN | [ 140 1667] | [ 218 1667] | [ 135 1704] | [ 214 1704]
         H | [ 467 1667] | [ 507 1666] | [ 467 1704] | [ 507 1704]
         G | [ 515 1666] | [ 554 1666] | [ 514 1704] | [ 556 1704]
         V | [ 541 1667] | [ 580 1667] | [ 542 1704] | [ 583 1704]
         ' | [ 225 1666] | [ 265 1667] | [ 219 1704] | [ 260 1706]
         J | [ 424 1666] | [ 464 1667] | [ 422 1705] | [ 461 1706]
         I | [ 373 1758] | [ 413 1763] | [ 369 1801] | [ 410 1803]
         E | [ 632 1763] | [ 676 1762] | [ 634 1801] | [ 675 1802]
 CAPS_LOCK | [ 760 1667] | [ 836 1667] | [ 767 1705] | [ 841 1705]
         O | [ 331 1760] | [ 371 1762] | [ 326 1800] | [ 367 1802]
     SHFT2 | [ 145 1669] | [ 244 1667] | [ 142 1703] | [ 243 1704]
         ; | [ 275 1665] | [ 315 1668] | [ 269 1702] | [ 310 1705]
         W | [ 679 1760] | [ 719 1763] | [ 679 1800] | [ 719 1802]
         F | [ 567 1665] | [ 607 1667] | [ 566 1704] | [ 606 1706]
         K | [ 366 1666] | [ 406 1667] | [ 362 1704] | [ 403 1706]
         M | [ 394 1665] | [ 433 1668] | [ 389 1703] | [ 430 1704]
         / | [ 255 1666] | [ 294 1668] | [ 250 1704] | [ 290 1705]
         L | [ 320 1665] | [ 360 1667] | [ 316 1704] | [ 356 1705]
    ARROWS | [ 201 1584] | [ 239 1587] | [ 194 1627] | [ 234 1627]
         A | [ 713 1666] | [ 754 1667] | [ 717 1705] | [ 757 1704]
         D | [ 613 1667] | [ 655 1667] | [ 616 1705] | [ 656 1705]
         C | [ 588 1667] | [ 628 1667] | [ 590 1705] | [ 629 1705]
         , | [ 346 1666] | [ 384 1668] | [ 341 1703] | [ 381 1705]
         . | [ 301 1665] | [ 340 1668] | [ 296 1703] | [ 336 1704]
      CMD2 | [ 331 1585] | [ 383 1584] | [ 329 1625] | [ 381 1626]
      ALT2 | [ 295 1584] | [ 334 1585] | [ 290 1625] | [ 330 1627]
         S | [ 664 1666] | [ 704 1666] | [ 666 1704] | [ 707 1704]
     SHFT1 | [ 733 1667] | [ 830 1668] | [ 738 1704] | [ 836 1704]
         Z | [ 687 1667] | [ 728 1667] | [ 691 1704] | [ 730 1704]
         X | [ 641 1667] | [ 680 1667] | [ 644 1705] | [ 683 1704]
     SPACE | [ 400 1588] | [ 623 1583] | [ 402 1623] | [ 630 1627]
        FN | [ 788 1629] | [ 826 1630] | [ 793 1671] | [ 831 1671]
      CTRL | [ 742 1585] | [ 781 1585] | [ 747 1626] | [ 785 1626]
      ALT1 | [ 699 1584] | [ 739 1586] | [ 701 1625] | [ 740 1627]
      CMD1 | [ 636 1585] | [ 689 1585] | [ 640 1626] | [ 691 1626]
